"date","median_p","mean_p","year","month"
2012-01-01,1.73508512973785,1.8819720690519,"2012","01"
2012-02-01,1.93352329730988,1.98338657827444,"2012","02"
2012-03-01,1.85344433784485,1.89343952335102,"2012","03"
2012-04-01,0.526291906833649,0.62159745374196,"2012","04"
2012-05-01,0.357790589332581,0.364062365275663,"2012","05"
2012-06-01,0.144697457551956,0.184452009505369,"2012","06"
2012-07-01,0.0857615992426872,0.106439078223406,"2012","07"
2012-08-01,0.212721914052963,0.22454407942337,"2012","08"
2012-09-01,0.478557735681534,0.476521089987856,"2012","09"
2012-10-01,0.704585134983063,0.704760730266571,"2012","10"
2012-11-01,0.818360507488251,0.793374490989766,"2012","11"
2012-12-01,1.51527512073517,1.57221750474312,"2012","12"
2013-01-01,2.64954972267151,2.4932342163274,"2013","01"
2013-02-01,1.94720840454102,1.99729302063794,"2013","02"
2013-03-01,1.5651752948761,1.57079209114464,"2013","03"
2013-04-01,0.665744781494141,0.762293433744303,"2013","04"
2013-05-01,0.242077499628067,0.292124372264239,"2013","05"
2013-06-01,0.135922312736511,0.142738324734317,"2013","06"
2013-07-01,0.0800203308463097,0.0907259614298671,"2013","07"
2013-08-01,0.204099133610725,0.19911389561816,"2013","08"
2013-09-01,0.392483085393906,0.40573262790559,"2013","09"
2013-10-01,0.624578297138214,0.609983080289733,"2013","10"
2013-11-01,0.908551871776581,0.933850876462292,"2013","11"
2013-12-01,1.47068727016449,1.45867521578157,"2013","12"
2014-01-01,2.53582644462585,2.38284970924888,"2014","01"
2014-02-01,2.20596766471863,2.14509116050223,"2014","02"
2014-03-01,2.08358597755432,2.00797892960025,"2014","03"
2014-04-01,0.844314932823181,0.957873607185525,"2014","04"
2014-05-01,0.366924822330475,0.384033980608826,"2014","05"
2014-06-01,0.144958570599556,0.18003711293281,"2014","06"
2014-07-01,0.134888783097267,0.153195943296428,"2014","07"
2014-08-01,0.178190633654594,0.208161402257605,"2014","08"
2014-09-01,0.343155473470688,0.338632712061976,"2014","09"
2014-10-01,0.47659757733345,0.478153265907731,"2014","10"
2014-11-01,0.882267534732819,0.866139776689905,"2014","11"
2014-12-01,1.63734006881714,1.67279708805219,"2014","12"
2015-01-01,2.04587578773499,1.98422564587123,"2015","01"
2015-02-01,2.03099989891052,2.13230205925418,"2015","02"
2015-03-01,1.37972235679626,1.50804535393984,"2015","03"
2015-04-01,0.942959308624268,0.929530425600603,"2015","04"
2015-05-01,0.391689568758011,0.402604916513386,"2015","05"
2015-06-01,0.154328733682632,0.180488948710263,"2015","06"
2015-07-01,0.16533949971199,0.173485797160948,"2015","07"
2015-08-01,0.18502189218998,0.196983831973983,"2015","08"
2015-09-01,0.440456241369247,0.426256058396588,"2015","09"
2015-10-01,0.765630483627319,0.729720244944935,"2015","10"
2015-11-01,0.775504350662231,0.764235977975416,"2015","11"
2015-12-01,1.80276882648468,1.76859206297028,"2015","12"
2016-01-01,1.78328895568848,1.91513443580815,"2016","01"
2016-02-01,1.61732447147369,1.8825875453546,"2016","02"
2016-03-01,2.2946400642395,2.39291398709929,"2016","03"
2016-04-01,1.14772462844849,1.27722043743436,"2016","04"
2016-05-01,0.259540975093842,0.278637693329176,"2016","05"
2016-06-01,0.171707659959793,0.16845501237221,"2016","06"
2016-07-01,0.146049708127975,0.148782314726112,"2016","07"
2016-08-01,0.155261933803558,0.178961302691572,"2016","08"
2016-09-01,0.452116221189499,0.442856157854409,"2016","09"
2016-10-01,0.597403168678284,0.596433139812778,"2016","10"
2016-11-01,1.05337607860565,1.06128420796193,"2016","11"
2016-12-01,1.7713977098465,1.96140768998106,"2016","12"
2017-01-01,2.47498154640198,2.60735463844219,"2017","01"
2017-02-01,2.63559484481812,2.55255978795844,"2017","02"
2017-03-01,1.94381940364838,1.77587721549289,"2017","03"
2017-04-01,1.01229500770569,1.09807250806144,"2017","04"
2017-05-01,0.455438792705536,0.518072075931959,"2017","05"
2017-06-01,0.250574916601181,0.264018525592458,"2017","06"
2017-07-01,0.186554044485092,0.184925945744601,"2017","07"
2017-08-01,0.174559518694878,0.192844767307102,"2017","08"
2017-09-01,0.389449328184128,0.387872200301835,"2017","09"
2017-10-01,0.675956070423126,0.670627585808996,"2017","10"
2017-11-01,0.986524045467377,0.956010322755491,"2017","11"
2017-12-01,1.65070426464081,1.65528330038971,"2017","12"
2018-01-01,1.33398067951202,1.5154487507444,"2018","01"
2018-02-01,2.52887868881226,2.47969761196996,"2018","02"
2018-03-01,2.17852067947388,2.09854912967749,"2018","03"
2018-04-01,1.12464988231659,1.18225412826303,"2018","04"
2018-05-01,0.599130034446716,0.614584146985706,"2018","05"
2018-06-01,0.182557791471481,0.18599159143288,"2018","06"
2018-07-01,0.112075760960579,0.142679133222924,"2018","07"
2018-08-01,0.293228626251221,0.288272747612545,"2018","08"
2018-09-01,0.538754045963287,0.520485789738071,"2018","09"
2018-10-01,0.435343503952026,0.458652381221174,"2018","10"
2018-11-01,0.843375325202942,0.80307219901555,"2018","11"
2018-12-01,1.89838564395905,1.81863281844367,"2018","12"
2019-01-01,2.50244212150574,2.37762665664646,"2019","01"
2019-02-01,2.14759278297424,2.13714711431047,"2019","02"
2019-03-01,1.98547673225403,2.02266877847658,"2019","03"
2019-04-01,1.33582150936127,1.3363987213709,"2019","04"
2019-05-01,0.416947931051254,0.478770062327385,"2019","05"
2019-06-01,0.218254759907722,0.220464021918482,"2019","06"
2019-07-01,0.106414839625359,0.126105197265902,"2019","07"
2019-08-01,0.296370476484299,0.289126577170592,"2019","08"
2019-09-01,0.30553138256073,0.312468574447951,"2019","09"
2019-10-01,0.800204992294312,0.785609026610012,"2019","10"
2019-11-01,1.38751316070557,1.35933548799703,"2019","11"
2019-12-01,1.76466512680054,1.78372699693895,"2019","12"
2020-01-01,2.15671348571777,2.14884857392647,"2020","01"
2020-02-01,2.30260825157166,2.29965826071484,"2020","02"
2020-03-01,1.34245312213898,1.43562085653695,"2020","03"
2020-04-01,1.08311700820923,1.05684076039724,"2020","04"
2020-05-01,0.339425146579742,0.333726955289152,"2020","05"
2020-06-01,0.16524250805378,0.185284693449946,"2020","06"
2020-07-01,0.092636950314045,0.0991925691634836,"2020","07"
2020-08-01,0.189493909478188,0.215689711430123,"2020","08"
2020-09-01,0.577706694602966,0.55171954558349,"2020","09"
2020-10-01,1.07667601108551,1.04691055920762,"2020","10"
2020-11-01,1.13367795944214,1.20083156144115,"2020","11"
2020-12-01,2.31030607223511,2.51276472001009,"2020","12"
2021-01-01,2.8757541179657,3.05009959952932,"2021","01"
2021-02-01,2.76341676712036,2.92680578500452,"2021","02"
2021-03-01,2.24126434326172,2.09948622928539,"2021","03"
2021-04-01,1.07986462116241,1.21514902883013,"2021","04"
2021-05-01,0.379822552204132,0.41665653643054,"2021","05"
2021-06-01,0.234575867652893,0.258247347574838,"2021","06"
2021-07-01,0.130608230829239,0.173749735795329,"2021","07"
2021-08-01,0.314876347780228,0.330665466887221,"2021","08"
2021-09-01,0.650381147861481,0.607525452131956,"2021","09"
2021-10-01,0.870746254920959,0.862874004202829,"2021","10"
2021-11-01,1.23716199398041,1.29371132313366,"2021","11"
2021-12-01,1.38425827026367,1.64677184904125,"2021","12"
2022-01-01,2.556636095047,2.36922466838864,"2022","01"
2022-02-01,2.32369685173035,2.3109910622449,"2022","02"
2022-03-01,2.18045687675476,2.18821984949246,"2022","03"
2022-04-01,2.04626131057739,1.94710578758952,"2022","04"
2022-05-01,0.662193238735199,0.636187017068896,"2022","05"
2022-06-01,0.174263328313828,0.21539046734073,"2022","06"
2022-07-01,0.212459594011307,0.224728840560665,"2022","07"
2022-08-01,0.345729261636734,0.350052772903107,"2022","08"
2022-09-01,0.534757673740387,0.505917089820748,"2022","09"
