"date","median_p","mean_p","year","month"
2012-01-01,0.0315000005066395,0.300418437321174,"2012","01"
2012-02-01,0.0750000029802322,0.317694996876276,"2012","02"
2012-03-01,0.265499994158745,0.441923234746597,"2012","03"
2012-04-01,0.983999997377396,1.07298697768426,"2012","04"
2012-05-01,1.38199996948242,1.49448012380342,"2012","05"
2012-06-01,1.37550002336502,1.48081974010861,"2012","06"
2012-07-01,1.34099996089935,1.51358670328193,"2012","07"
2012-08-01,1.36899995803833,1.48858464861351,"2012","08"
2012-09-01,1.20700001716614,1.39201268050092,"2012","09"
2012-10-01,0.788999974727631,0.981331049166224,"2012","10"
2012-11-01,0.454500004649162,0.856020561000005,"2012","11"
2012-12-01,0.100000001490116,0.370640850307605,"2012","12"
2013-01-01,0.0230000000447035,0.227508225011294,"2013","01"
2013-02-01,0.150499999523163,0.27035538053561,"2013","02"
2013-03-01,0.524999976158142,0.495426319112943,"2013","03"
2013-04-01,0.842000007629395,0.998520561726923,"2013","04"
2013-05-01,1.49949997663498,1.57702741550564,"2013","05"
2013-06-01,1.30449998378754,1.48607505125142,"2013","06"
2013-07-01,1.53349995613098,1.71143934212119,"2013","07"
2013-08-01,1.47299998998642,1.56758567520543,"2013","08"
2013-09-01,1.21800005435944,1.32798012174861,"2013","09"
2013-10-01,0.434499993920326,0.803283071768265,"2013","10"
2013-11-01,0.25900000333786,0.624927690569592,"2013","11"
2013-12-01,0.00700000021606684,0.17262816976354,"2013","12"
2014-01-01,0.00849999999627471,0.0853834819025344,"2014","01"
2014-02-01,0.0529999993741512,0.167777930334939,"2014","02"
2014-03-01,0.326499998569489,0.364258739113499,"2014","03"
2014-04-01,1.0349999666214,1.10958464606138,"2014","04"
2014-05-01,1.23699998855591,1.3601658672102,"2014","05"
2014-06-01,1.55499994754791,1.66802398947267,"2014","06"
2014-07-01,1.55250000953674,1.75391980832809,"2014","07"
2014-08-01,1.3740000128746,1.58416072682384,"2014","08"
2014-09-01,1.43400001525879,1.51500308407806,"2014","09"
2014-10-01,0.743000000715256,0.995667580349181,"2014","10"
2014-11-01,0.354499995708466,0.725102468513909,"2014","11"
2014-12-01,0.025000000372529,0.33649177533579,"2014","12"
2015-01-01,0.0140000004321337,0.139250514105092,"2015","01"
2015-02-01,0.0885000005364418,0.180168608966533,"2015","02"
2015-03-01,0.38400000333786,0.411510624322942,"2015","03"
2015-04-01,0.50450000166893,0.558293351691154,"2015","04"
2015-05-01,0.987999975681305,1.14455448957243,"2015","05"
2015-06-01,1.20050001144409,1.3740404396713,"2015","06"
2015-07-01,1.21250003576279,1.34444174112789,"2015","07"
2015-08-01,1.52999997138977,1.56946196028423,"2015","08"
2015-09-01,1.44749999046326,1.61084544252939,"2015","09"
2015-10-01,0.739500015974045,1.0039886908591,"2015","10"
